#漢字	台羅	方音	白話字	語域	次數	權重	佐證	腔別	例源
嵯	tsia1	ㄐㄧㄚ	chia	罕用	1	9	甘		21:嵯(台甘)
嵯	tso5	ㄗㄜˊ	chô		1	1			21:嵯(普閩)
嵯	tsho5	ㄘㄜˊ	chhô		1	1			21:嵯(普閩)
嵾	tshim1	ㄑㄧㆬ	chhim		1	1			21:參差
嶁	lu2	ㄌㄨˋ	lú		1	9	甘		08:嶁(台甘)
嶁	loo2	ㄌㆦˋ	ló͘		2	2			08:嶁(普閩);09:岣嶁
嶂	tsiong3	ㄐㄧㆲ˪	chiòng		2	10	甘		16:嶂(台甘);16:嶂(普閩)
嶂	tsiang3	ㄐㄧㄤ˪	chiàng		1	1			16:嶂(台甘)
嶄	tsam2	ㄗㆰˋ	chám	文	22	66	教,日,線		01:冰碴兒;02:頗;02:頗久
嶄	tsam5	ㄗㆰˊ	châm		1	27	日,線		08:玲瓏可愛
嶄	tsann2	ㄗㆩˋ	cháⁿ	白	5	21	線		06:妥貼;08:攔腰;16:嶄/�(普閩)
嶄	tsam7	ㄗㆰ˫	chām		13	13			03:毛;03:毛糙·;03:毛糙糙/毛毛糙/毛裏毛糙
嶄	tsham5	ㄘㆰˊ	chhâm		2	10	甘		16:嶄/�(台甘);24:巖
嶄	sim2	ㄒㄧㆬˋ	sím		1	1			16:嶄/�(台甘)
嶅	go5	ㆣㄜˊ	gô		2	2			23:嶅(台甘);23:嶅(普閩)
嶅	ngoo1	ㄫㆦ	ngo͘		1	1			23:嶅(台甘)
嶇	khu1	ㄎㄨ	khu		3	21	日,甘		14:崎嶇;14:嶇(台甘);14:嶇(普閩)
嶒	tsing5	ㄐㄧㄥˊ	chêng	文	2	10	甘		21:嶒(台甘);21:嶒(普閩)
嶒	tsan5	ㄗㄢˊ	chân	白	1	1			21:嶒(普閩)
嶓	po1	ㄅㄜ	po		2	10	甘		01:嶓(台甘);01:嶓冢
嶓	po3	ㄅㄜ˪	pò		1	9	甘		01:嶓(台甘)
嶔	khim1	ㄎㄧㆬ	khim		1	9	甘		14:嶔(台甘)
嶔	tshin1	ㄑㄧㄣ	chhin		1	1			24:嶔崟
嶕	tsiau5	ㄐㄧㄠˊ	chiâu		1	1			24:嶕嶢
嶗	lo5	ㄌㄜˊ	lô		2	2			08:嶗(台甘);08:嶗(普閩)
嶙	lin5	ㄌㄧㄣˊ	lîn		2	10	甘		08:嶙(台甘);08:嶙(普閩)
嶝	ting3	ㄉㄧㄥ˪	tèng	文	3	11	甘		05:嶝(台甘);05:嶝(普閩)
嶝	ting1	ㄉㄧㄥ	teng		1	1			05:嶝(普閩)
嶠	kiau5	ㄍㄧㄠˊ	kiâu		4	12	甘		13:嶠(台甘);14:嶠(台甘);14:嶠
嶠	kiau7	ㄍㄧㄠ˫	kiāu		1	1			13:嶠(台甘)
嶡	khuat4	ㄎㄨㄚㆵ	khoat		1	9	甘		09:嶡(台甘)
嶢	giau5	ㆣㄧㄠˊ	giâu		2	10	甘		24:嶢(台甘);24:嶕嶢
嶧	ik8	ㄧㆤㆶ ͘	e̍k		2	10	甘		24:嶧(台甘);24:嶧(普閩)
嶨	hak8	ㄏㄚㆶ ͘	ha̍k		2	2			15:嶨(普閩);15:嶨口
嶭	giat8	ㆣㄧㄚㆵ ͘	gia̍t		1	9	甘		07:孽/孼
嶴	o3	ㄜ˪	ò		2	2			23:嶴(台甘);23:嶴(普閩)
嶴	au2	ㄠˋ	áu		1	1			23:嶴(普閩)
嶴	pan5	ㄅㄢˊ	pân		1	1			23:嶴(普閩)
嶷	gi5	ㆣㄧˊ	gî		4	12	甘		07:嶷(台甘);14:岐嶷;24:嶷(台甘)
嶷	gik8	ㆣㄧㆤㆶ ͘	ge̍k		2	10	甘		07:嶷(台甘);24:嶷(台甘)
嶷	ni2	ㄋㄧˋ	ní		2	2			14:岐黃;24:嶷(台甘)
嶷	i5	ㄧˊ	î		1	1			07:嶷(普閩)
嶸	ing5	ㄧㄥˊ	êng		2	10	甘		19:嶸(台甘);19:嶸(普閩)
嶺	nia2	ㄋㄧㄚˋ	niá	語	12	78	iT,教,日,甘,線		01: 跋涉;04:翻山越嶺;08:嶺(台甘)
嶺	ling2	ㄌㄧㄥˋ	léng	文	2	62	教,日,甘,甘文,線		08:嶺(台甘);08:嶺(普閩)
嶺	nia7	ㄋㄧㄚ˫	niā		2	2			08:崗巒;13:脊
嶼	su7	ㄙㄨ˫	sū		23	89	iT,教,日,甘,線		03:摸不清;03:摸不著;03:摸頭緒
嶽	gak8	ㆣㄚㆶ ͘	ga̍k		4	56	教,日,甘,線		05:岱;26:嶽(台甘);26:嶽(普閩)
巂	he5	ㄏㆤˊ	hê		3	11	甘		22:巂(台甘);22:巂(普閩);22:越巂→
巂	si1	ㄒㄧ	si		1	1			22:巂(普閩)
巉	tsam5	ㄗㆰˊ	châm	語	4	20	線		03:精密;08:玲瓏可愛;17:巉(台甘)
巉	tsham5	ㄘㆰˊ	chhâm	文	2	10	甘		17:巉(台甘);17:巉(普閩)
巉	siam2	ㄒㄧㆰˋ	siám	文	1	9	甘		17:巉(台甘)
巋	khui1	ㄎㄨㄧ	khui		3	3			10:巋(台甘);10:巋(普閩);10:巋
巍	gui5	ㆣㄨㄧˊ	gûi		7	15	甘		25:巍(台甘);25:巍(普閩);25:巍
巒	luan5	ㄌㄨㄢˊ	loân		2	54	教,日,甘,線		08:巒(台甘);08:巒(普閩)
巔	tian1	ㄉㄧㄢ	tian		4	28	甘,線		04:非徒…而且;05:巔(台甘);05:巔(普閩)
巖	gam5	ㆣㆰˊ	gâm	文	20	76	iT,日,甘,甘文,線		03:毛糙·;03:毛糙糙/毛毛糙/毛裏毛糙;03:精密
巖	giam5	ㆣㄧㆰˊ	giâm	白	2	54	教,日,甘,線		24:巖(普閩);24:硬
巖	na5	ㄋㄚˊ	nâ	語	3	25	iT,甘		24:巖(台甘)
巖	nga5	ㄫㄚˊ	ngâ	白	3	3			24:巖(台甘);24:巖(普閩)
巖	ian5	ㄧㄢˊ	iân		2	2			16:嶄巖;24:碞
巖	ling5	ㄌㄧㄥˊ	lêng	白/語	2	2			24:巖(台甘);24:巖(普閩)
巖	kiam5	ㄍㄧㆰˊ	kiâm	文	1	1			24:巖(台甘)
巖	kam5	ㄍㆰˊ	kâm		1	1			26:窳
巘	gian2	ㆣㄧㄢˋ	gián		1	9	甘		24:巘(台甘)
巘	gian5	ㆣㄧㄢˊ	giân		1	9	甘		24:巘(台甘)
巘	hian3	ㄏㄧㄢ˪	hiàn		1	9	甘		24:巘(台甘)
川	tshng1	ㄘㆭ	chhng	白	41	135	iT,教,新,日,比,線	中漳,北泉,南混,峽泉,澎泉,竹泉,金泉,高混,鹿泉	01:髀;01:病入膏肓;03:明棄暗取
川	tshuan1	ㄘㄨㄢ	chhoan	文	29	101	iT,教,日,植,甘,線		01:僰;04:糞門;04:涪江
川	kha1	ㄎㄚ	kha	白	1	1			17:川(普閩)
州	tsiu1	ㄐㄧㄨ	chiu		33	105	iT,教,日,植,甘,線		03:滿;03:閩南;05:到
巡	sun5	ㄙㄨㄣˊ	sûn		49	145	700,iT,教,日,甘,甘文,線		01:毛病;01:巡捕;06:柝
巢	tsau5	ㄗㄠˊ	châu		15	81	iT,教,日,甘,線		01:趴窩兒;02:趴窩兒;04:覆巢
巢	siu7	ㄒㄧㄨ˫/ㄗㄠˊ	siū		37	47	日		01:抱;02:盤;02:盤窩
工	kang1	ㄍㄤ/ㄍㆲ	kang	白/語	493	617	700,iT,共,教,日,比,甘,線	中漳,北泉,南混,峽泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	01:巴不得;01:把頭·;01:撥冗
工	khang1	ㄎㄤ	khang	語	76	160	iT,教,日,比,甘,線	中漳,南混,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	01:拌蒜;01:笨;01:笨活
工	kong1	ㄍㄤ/ㄍㆲ	kong	文	32	106	iT,教,日,甘,甘文,線		03:土地廟;04:分工合作;05:墮…胎
工	kong7	ㄍㆲ˫	kōng		1	11	日		09:工尺
工	kng1	ㄍㆭ	kng	語	2	10	甘		09:工(台甘)
工	khe3	ㄎㆤ˪	khè	語	1	1			09:工(台甘)
工	khue3	ㄎㄨㆤ˪	khòe	語	1	1			09:工(台甘)
工	tsun5	ㄗㄨㄣˊ	chûn		1	1			09:工(台甘)
工	lai7	ㄌㄞ˫	lāi		1	1			09:工(台甘)
工	ah4	ㄚㆷ	ah		1	1			09:工(台甘)
左	tso2	ㄗㄜˋ	chó		45	111	iT,教,日,甘,線		01:撥雲見日;01:睥睨;01:左邊
左	tso3	ㄗㄜ˪	chò		3	11	甘		20:左(台甘);20:左右
左	tsoo2	ㄗㆦˋ	chó͘		1	11	日		20:左(台甘)
左	tsoo3	ㄗㆦ˪	chò͘		4	4			07:扭搭扭搭;15:尋思;16:貶謫
巧	khiau2	ㄎㄚˋ/ㄎㄠˋ/ㄎㄧㄠˋ	khiáu	文白/白	67	173	700,iT,教,日,甘,線,諺		01:邊式·;03:巧妙;03:神妙
巧	kha2	ㄎㄚˋ/ㄎㄧㄠˋ	khá	白/語	49	115	iT,教,日,甘,線		01:邊式·;02:排子·車;02:拼
巧	khau2	ㄎㄠˋ	kháu	文	4	64	教,日,甘,甘文,線		13:技藝;14:巧(台甘);14:巧(普閩)
巨	ku7	ㄍㄨ˫	kū		6	72	iT,教,日,甘,線		01:巨擘;12:轟轟;13:巨(台甘)
巨	ki7	ㄍㄧ˫/ㄍㄨ˫	kī		3	61	iT,教,日,線		12:轟轟;13:巨(台甘);25:聞雞起舞
巫	bu5	ㆠㄨˊ	bû		8	76	iT,共,教,日,甘		03:妺;16:咒語;21:曾經滄海難為水，除卻巫山
巫	u1	ㄨ	u		2	2			25:巫(普閩)
巫	u5	ㄨˊ	û		1	1			25:巫
差	tsha1	ㄘㄚ	chha	文	114	188	iT,教,日,甘,甘文,線		01:別;01:區別;01:不→大離兒
差	tshe1	ㄘㄞ/ㄘㆤ	chhe	語	70	136	iT,教,日,甘,線		01:屏棄;02:跑道兒;02:跑…龍套
差	tsuah8	ㄗㄨㄚㆷ ͘	choa̍h	語	3	53	iT,教,日,甘		17:差(台甘);21:蹲
差	tshi1	ㄑㄧ	chhi	文	13	47	日,甘,線		08:陸離;17:差(台甘);17:差(普閩)
差	tshai1	ㄘㄞ	chhai	文	6	40	教,線		05:遞差事;08:流;13:交差
差	tshu1	ㄘㄨ	chhu		2	28	日,線		21:差(普閩);21:參差
差	ka3	ㄍㄚ˪	kà		1	1			17:差(普閩)
差	tsham1	ㄘㆰ	chham		1	1			17:差(普閩)
差	piat4	ㄅㄧㄚㆵ	piat		1	1			21:差(台甘)
差	kah4	ㄍㄚㆷ	kah		1	1			21:差(台甘)
巰	kiu5	ㄍㄧㄨˊ	kiû		2	2			14:巰(台甘);14:巰
己	ki7	ㄉㄧ˫/ㄍㄧ˫	kī		313	397	iT,教,日,比,甘,線	北泉,南混,峽泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	01: 拔腿;01:自卑;01:傍
己	ti7	ㄉㄧ˫/ㄍㄧ˫/ㆤˊ	tī		303	363	iT,教,日,比	中漳,高混	01: 拔腿;01:自卑;01:傍
己	ki2	ㄉㄧ˫/ㄍㄧˋ	kí		203	277	iT,教,日,甘,甘文,線		01: 狼跋其胡;01:自卑;01:抱怨·
己	i2	ㄧˋ	í		2	2			13:己(台甘);26:畬
己	ka1	ㄍㄚ	ka		1	1			13:己(台甘)
己	tsu7	ㄉㄧ˫	chū		1	1			21:自慚
己	e5	ㆤˊ	ê		1	1			24:又
已	i2	ㄧˋ	í		349	415	iT,教,日,甘,線		01:吧嗒·;01:吧吧兒;01:罷了
已	nia7	ㄋㄧㄚ˫/ㄧˋ	niā		12	22	日		13:僅;13:僅僅;13:僅足餬口
已	tiann7	ㄉㄧㆩ˫	tiāⁿ		2	12	日		09:夠;17:除了·
已	tsi7	ㄐㄧ˫	chī		2	2			09:乾挺兒;10:可憐兮兮
已	ki7	ㄐㄧ˫	kī		2	2			09:乾挺兒;10:可憐兮兮
已	i0	˙ㄧ	i		1	1			08:歷
已	li5	ㄉㄧㆩ˫	lî		1	1			09:夠
已	nia5	ㄧˋ	niâ		1	1			09:括搭
已	ki2	ㄍㄧˋ	kí		1	1			15:循分
巳	tsi7	ㄐㄧ˫	chī	語	8	60	教,日,甘,線		05:地支;16:支;22:巳(台甘)
巳	su7	ㄙㄨ˫	sū	文	2	38	教,日,甘		22:巳(台甘);22:巳(普閩)
巴	pa1	ㄅㄚ	pa		66	164	iT,教,日,植,比,甘,甘文,線	峽泉	01:巴(台甘);01:巴(普閩);01:巴
巴	pa3	ㄅㄚ˪	pà		1	19	日,甘		03:痲
巴	pah4	ㄅㄚㆷ	pah		2	2			01:巴士;06:趟子·車
巴	ba7	ㆠㄚ˫	bā		1	1			17:車站
巷	hang7	ㄏㄤ˫	hāng		36	112	iT,教,日,比,線	中漳,北泉,南混,峽泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	01:背;03:磨;06:胡同兒
巷	hong7	ㄏㆲ˫	hōng		1	1			12:衚衕·
巹	kin2	ㄍㄧㄣˋ	kín		2	40	iT,甘,線		13:巹(台甘);13:巹(普閩)
巽	sun3	ㄙㄨㄣ˪	sùn		4	22	日,甘		01:八卦;15:巽(台甘);15:巽(普閩)
巾	kun1	ㄍㄧㄣ/ㄍㄨㄣ	kun	語	79	163	iT,教,日,比,甘,線	北泉,澎泉,竹泉,金泉,鹿泉	01:把;01:貨幣;02:帕
巾	kin1	ㄍㄧㄣ/ㄍㄨㄣ	kin	語	80	156	iT,教,日,比,線	中漳,南混,蘭漳,高混	01:把;02:帕;02:手帕
市	tshi7	ㄑㄧ˫	chhī	白	102	210	iT,共,教,日,植,比,甘,線	中漳,北泉,南混,峽泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	01:背月;01:便利;02:盤兒
市	si7	ㄒㄧ˫	sī	文/白	4	4			18:市(台甘);18:市(普閩)
市	im1	ㄧㆬ	im		2	2			18:市(台甘)
市	an3	ㄢ˪	àn		1	1			18:市(台甘)
市	tshu3	ㄘㄨ˪	chhù		1	1			18:市(台甘)
市	ui7	ㄨㄧ˫	ūi		1	1			18:市(台甘)
市	hong1	ㄏㆲ	hong		1	1			18:市(台甘)
市	ngoo2	ㄫㆦˋ	ngó͘		1	1			18:市(台甘)
市	u7	ㄨ˫	ū		1	1			18:市(台甘)
市	tshai3	ㄘㄞ˪	chhài		1	1			18:市(台甘)
布	poo3	ㄅㆦ˪	pò͘		418	526	iT,教,日,植,比,甘,線,諺	中漳,北泉,南混,峽泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	01:僰;01:帷薄;01:傳播
布	poo7	ㄅㆦ˫	pō͘		2	12	日		03:羊毛;10:開幕
布	pu2	ㄅㄨˋ	pú		4	4			01:瀑布;03:抹布;09:鉤
布	suan1	ㄙㄨㄢ	soan		1	1			01:布(普閩)
布	san3	ㄙㄢ˪	sàn		1	1			01:布(普閩)
布	ti3	ㄉㄧ˪	tì		1	1			01:布(普閩)
布	poo2	ㄅㆦˋ	pó͘		1	1			07:囊
布	buh4	ㆠㄨㆷ	buh		1	1			10:昆布
帆	phang5	ㄆㄤˊ	phâng	白	19	77	iT,教,日,線		02:篷兒;04:帆(普閩);04:帆布
帆	huan5	ㄏㄨㄢˊ	hoân	文	5	31	教,甘		04:帆(台甘);04:帆(普閩);04:帆
帆	hong5	ㄏㆲˊ	hông	文	2	10	甘		04:帆(台甘)
帆	phong5	ㄆㆲˊ	phông	白	1	1			04:帆(普閩)
帇	nie2	ㄋㄧㄝˋ	nié		1	1			16:竹帇子·
希	hi1	ㄏㄧ	hi		67	133	iT,教,日,甘,線		01:撥冗;01:悲觀;01:不開眼
希	si1	ㄒㄧ	si		2	2			24:鳥之兩翼;26:欲
希	ng3	ㆭ˪	ǹg		1	1			26:但願如此
帑	thong2	ㄊㆲˋ	thóng		3	27	甘,線		06:帑(台甘);06:帑(普閩);07:帑(台甘)
帑	loo5	ㄌㆦˊ	lô͘		3	11	甘		06:帑(台甘);06:帑(普閩);07:帑(台甘)
帑	nu5	ㄋㄨˊ	nû		1	1			06:公帑
帑	khoo3	ㄎㆦ˪	khò͘		1	1			07:帑(台甘)
帑	poo5	ㄅㆦˊ	pô͘		1	1			07:帑(台甘)
帔	phi1	ㄆㄧ	phi		3	27	甘,線		02:帔(台甘);02:帔;04:鳳冠霞帔
帔	phe3	ㄆㆤ˪	phè	白	1	11	日		02:帔(普閩)
帔	phi7	ㄆㄧ˫	phī	文	1	9	甘		02:帔(台甘)
帔	phi3	ㄆㄧ˪	phì	文	1	1			02:帔(普閩)
帕	phe3	ㄆㆤ˪	phè	白/語	18	102	iT,教,日,比,甘,線	中漳,北泉,南混,峽泉,澎泉,竹泉,蘭漳,高混,鹿泉	02:帕(台甘);02:帕(普閩);02:帕
帕	pha3	ㄆㄚ˪/ㄆㆤ˪	phà	文	4	38	比,甘,甘文	澎泉	02:帕(台甘);02:帕(普閩);02:帕
帕	peh8	ㄅㆤㆷ ͘	pe̍h	白	2	2			02:帕(普閩)
帕	phe2	ㄆㆤˋ	phé		2	2			17:抽縐兒
帖	thiap4	ㄊㄧㄚㆴ	thiap		42	126	iT,教,日,比,甘,線	中漳,北泉,南混,峽泉,澎泉,竹泉,蘭漳,高混,鹿泉	01:拜把子·;01:碑帖;02:配
帖	thie2	ㄊㄧㄝˋ	thié		4	4			06:拓;06:帖(普閩);08:臨
帖	thie1	ㄊㄧㄝ	thie		2	2			06:帖(普閩);06:妥貼
帘	liam5	ㄌㄧㆰˊ	liâm	文	3	11	甘		08:帘(台甘);08:帘(普閩);16:帳帘兒
帘	li5	ㄌㄧˊ	lî	白/語	7	7			08:撩;08:帘(台甘);08:帘(普閩)
帘	ni5	ㄋㄧˊ	nî	白	1	1			08:帘(普閩)
帘	lian5	ㄌㄧㄢˊ	liân		1	1			25:幄
帙	tiat8	ㄉㄧㄚㆵ ͘	tia̍t		4	30	教,甘		13:卷帙;16:帙(台甘);16:帙(普閩)
帙	iah8	ㄧㄚㆷ ͘	ia̍h		2	20	日,甘		16:帙(台甘)
帙	ik8	ㄧㆤㆶ ͘	e̍k		3	19	甘,甘文		16:帙(台甘)
帙	tit8	ㄉㄧㆵ ͘	ti̍t		2	2			16:帙(普閩)
帚	tshiu2	ㄐㄧㄨˋ/ㄑㄧㄨˋ	chhiú	白	18	102	iT,教,日,比,甘,線	北泉,南混,峽泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	01:孛;01:敝帚千金/敝帚自珍;06:苕
帚	tsiu2	ㄐㄧㄨˋ/ㄑㄧㄨˋ	chiú	文	15	85	教,日,比,甘,線	中漳,北泉,南混,蘭漳,金泉,鹿泉	01:敝帚千金/敝帚自珍;06:苕;06:笤帚
帛	peh8	ㄅㄧㆤㆶ ͘/ㄅㆤㆷ ͘	pe̍h	白/語	18	102	iT,教,日,比,甘,線	中漳,北泉,南混,峽泉,澎泉,竹泉,金泉,高混,鹿泉	01:帛(台甘);01:帛(普閩);06:帖
帛	pik8	ㄅㄧㆤㆶ ͘	pe̍k	文	6	50	教,日,甘,甘文		01:帛(台甘);01:帛(普閩);01:帛
帛	kha1	ㄎㄚ	kha		2	2			01:帛(台甘)
帛	lu5	ㄌㄨˊ	lû	語	1	1			01:帛(台甘)
帝	te3	ㄉㆤ˪	tè		141	213	iT,教,日,植,甘,線		01:禮拜;01:崩;01:陛下
帝	te2	ㄉㆤˋ	té		1	17	線		17:朝廷
帡	ping1	ㄅㄧㄥ	peng	文	3	11	甘		01:帡(台甘);02:帡(台甘);02:帡(普閩)
帡	ping2	ㄅㄧㄥˋ	péng	文	2	10	甘		01:帡(台甘);02:帡(台甘)
帡	phing5	ㄆㄧㄥˊ	phêng		3	3			03:幪;16:流水帳;25:帷薄不修
帡	ping5	ㄅㄧㄥˊ	pêng		2	2			01:帡(普閩);02:帡(普閩)
帥	sue3	ㄙㄨㄧ˪/ㄙㄨㆤ˪	sòe	文	10	62	教,日,甘,線		13:將;18:仕;18:帥(台甘)
帥	sui3	ㄙㄨㄧ˪	sùi		1	19	教		18:仕
帥	sut4	ㄙㄨㆵ	sut	文	2	10	甘		18:帥(台甘)
帨	sue3	ㄙㄨㆤ˪	sòe	文	2	10	甘		18:帨(台甘);18:帨(普閩)
帨	tue3	ㄉㄨㆤ˪	tòe	文	1	9	甘		18:帨(台甘)
師	su1	ㄙㄞ/ㄙㄨ	su	文	79	189	iT,共,教,日,比,甘,甘文,線	中漳,北泉,南混,澎泉,蘭漳,高混	01:本;03:模;03:披靡
師	sai1	ㄙㄞ	sai	白/語	23	113	iT,教,日,植,比,甘,線	中漳,北泉,南混,峽泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	01:摽;06:徒;08:老把師
師	su7	ㄙㄨ˫	sū		1	1			18:師
席	sik8	ㄒㄧㆤㆶ ͘/ㄒㄧㆵ ͘	se̍k		43	103	教,日,甘,甘文,線		03:卯兒;03:應卯;03:卯
席	tshioh8	ㄑㄧㄜㆷ ͘	chhio̍h		31	57	日,線		01:蠶箔;01:簿;01:苞
席	siah8	ㄒㄧㄚㆷ ͘	sia̍h		4	38	日,甘,線		22:肆筵;24:筵席;24:宴
席	sit8	ㄒㄧㆤㆶ ͘/ㄒㄧㆵ ͘	si̍t		18	28	日		06:退席;07:能;10:曠
席	sik4	ㄒㄧㆤㆶ	sek		1	1			10:請客
帳	siau3	ㄒㄧㄠ˪	siàu		79	95	線		01:扒拉·;01:佰;01:本子·
帳	tiunn3	ㄉㄧㆧ˪/ㄉㄧㆫ˪	tiùⁿ	語	4	88	iT,教,日,比,甘,線	金泉	03:幔;16:帳(台甘);16:帳(普閩)
帳	tiong3	ㄉㄧㆲ˪	tiòng	文/語	6	40	教,甘,甘文		03:幕;16:帳(台甘);16:帳(普閩)
帳	ta3	ㄉㄚ˪	tà	語	5	13	甘		16:帳(台甘);20:輜;24:一頂
帳	tionn3	ㄉㄧㆧ˪	tiòⁿ		3	13	日		02:帡幪;03:幔
帳	siau2	ㄒㄧㄠˋ	siáu		1	1			06:討債
帳	tiang3	ㄉㄧㄤ˪	tiàng	文	1	1			16:帳(台甘)
帳	tsang3	ㄗㄤ˪	chàng		1	1			16:帳(普閩)
帵	uan1	ㄨㄢ	oan		3	11	甘		24:糖衣丸藥;25:帵(台甘);25:帵(普閩)
帵	uan2	ㄨㄢˋ	oán		1	9	甘		25:帵(台甘)
帶	tua3	ㄉㄞ˪/ㄉㄨㄚ˪	tòa	白/語	236	338	iT,共,教,日,比,甘,線	北泉,南混,峽泉,澎泉,竹泉,蘭漳,金泉,高混	01:寬衣博帶;01:孢子·植物;01:抱病
帶	tai3	ㄉㄞ˪/ㄉㄨㄚ˪/ㄉㆤ˪/ㄉㆤ˫	tài	文/文白	86	166	iT,教,日,植,甘,甘文,線		01:八荒;01:僰;01:孢子·植物
帶	te3	ㄉㆤ˪	tè	白	5	21	線		05:帶(普閩);16:這裏·;16:這兒
帶	tai2	ㄉㄞˋ	tái		3	3			10:昆布;18:豐衣足食;18:說話
帶	te7	ㄉㆤ˫	tē		2	2			01:僰;20:罾
帶	tsit4	ㄐㄧㆵ	chit	白	2	2			05:帶(普閩)
帶	pak4	ㄅㄚㆶ	pak	白	1	1			05:帶(普閩)
帷	ui5	ㄨㄧˊ	ûi		15	81	iT,教,日,甘,線		03:幪;03:幕;15:徐徐
常	siong5	ㄒㄧㆲˊ	siông	文	533	613	iT,教,日,植,甘,甘文,線		01:巴不得;01:峇里;01:笆
常	tshiang5	ㄑㄧㄤˊ	chhiâng	語	3	69	iT,教,日,甘,線		16:遮醜;17:常(台甘)
常	siang5	ㄒㄧㆲˊ	siâng		1	41	iT,日,線		24:腰肢
常	sio5	ㄒㄧㄜˊ	siô	語	1	35	日,甘,線		17:常(台甘)
常	siunn5	ㄒㄧㆫˊ	siûⁿ	白/語	2	20	日,甘		17:常(台甘);17:常(普閩)
帽	bo7	ㆠㄜ˫	bō		134	224	iT,教,日,植,比,甘,線	中漳,北泉,峽泉,澎泉,竹泉,蘭漳,金泉,鹿泉	01:弁言;01:馬弁;01:緶
幀	tsing7	ㄐㄧㄥ˫	chēng		2	2			16:幀(台甘);16:幀(普閩)
幀	khuainnh4	ㄎㄨㆮㆷ	khoaiⁿh		1	1			16:幀(台甘)
幀	ting3	ㄉㄧㄥ˪	tèng		1	1			16:幀(普閩)
幀	tsing3	ㄐㄧㄥ˪	chèng		1	1			16:幀(普閩)
幃	ui5	ㄨㄧˊ	ûi		2	10	甘		25:幃(台甘);25:幃(普閩)
幄	ak4	ㄚㆶ	ak		2	10	甘		25:幄(台甘);25:幄(普閩)
幅	pak4	ㄅㄚㆶ/ㄏㆦㆶ	pak	白/語	41	93	教,日,甘,線		01:裱;02:屏條;02:屏兒
幅	hok4	ㄅㄚㆶ/ㄏㆦㆶ	hok	文	7	57	教,甘,甘文,線		02:篇幅;04:幅(台甘);04:幅(普閩)
幅	bak4	ㆠㄚㆶ	bak		1	1			08:淋溲
幔	mua1	ㄇㄨㄚ	moa		5	81	iT,教,日,比,線	中漳,北泉,南混,峽泉,澎泉,竹泉,蘭漳,金泉,高混,鹿泉	01:蒙蔽;05:搭;09:鉤肩搭背
幔	ban7	ㆠㄢ˫	bān		1	9	甘		17:幬
幔	mua7	ㄇㄨㄚ˫	mōa		2	2			02:披
幔	man2	ㄇㄢˋ	mán		1	1			17:牀帷子·
幕	boo7	ㆠㆦ˫	bō͘		29	113	iT,共,教,日,甘,線		02:帡幪;03:幪;03:幕
幕	bok8	ㆠㆦㆶ ͘	bo̍k		1	19	日,甘		24:銀
幗	kok4	ㄍㆦㆶ	kok		2	26	甘,線		09:幗(台甘);09:幗(普閩)
幘	tsik4	ㄐㄧㆤㆶ	chek		3	11	甘		13:巾;20:幘(台甘);20:幘(普閩)
幘	tso5	ㄗㄜˊ	chô		1	1			13:巾
幛	tsiunn3	ㄐㄧㆫ˪	chiùⁿ	白	3	19	線		16:幛(普閩);16:幛子·
幛	tsiong3	ㄐㄧㆲ˪	chiòng	文	1	1			16:幛(普閩)
幛	tsionn7	ㄐㄧㆫ˪	chiōⁿ		1	1			16:幛子·
幞	pok8	ㄅㆦㆶ ͘	po̍k		2	2			02:幞(台甘);04:幞(台甘)
幞	hok8	ㄏㆦㆶ ͘	ho̍k		2	2			02:幞(普閩);04:幞(普閩)
幞	tua1	ㄉㄨㄚ	toa		1	1			02:幞(普閩)
幞	phu5	ㄆㄨˊ	phû		1	1			02:幞
幟	tsi3	ㄐㄧ˪	chì		10	34	甘,線		02:旆;10:旝;16:幟(台甘)
幟	tshi3	ㄑㄧ˪	chhì		1	19	日,甘		16:幟(台甘)
幡	huan1	ㄏㄨㄢ	hoan		4	56	教,日,甘,線		04:幡/旛(台甘);04:幡/旛(普閩);04:幡兒
幢	tong5	ㄉㆲˊ	tông		5	41	教,日,甘		04:幡兒;16:幢(台甘);17:幢(台甘)
幢	thong7	ㄊㆲ˫	thōng		15	31	線		05:垛;06:頭面;08:落
幢	tong7	ㄉㆲ˫	tōng		2	18	線		16:幢(台甘);16:幢(普閩)
幢	thong1	ㄊㆲ	thong		1	1			24:一葤
幣	pe3	ㄅㆤ˪	pè		33	117	iT,共,教,日,甘,線		01:貝;01:本位;01:鎊
幣	pe7	ㄅㆤ˫	pē		3	19	線		01:幣(普閩);18:貼水;19:金融
幣	pi7	ㄅㄧ˫	pī		2	2			24:銀
幧	tshiau1	ㄑㄧㄠ	chhiau		2	10	甘		14:幧(台甘);14:幧(普閩)
幨	tshiam1	ㄑㄧㆰ	chhiam		1	9	甘		17:幨(台甘)
